MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_CERTIFICATO,BOLLO,ESENTI_DA_BOLLO,TOTALE
4,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,0,8598,8598
4,2023,Residenti,STATO LIBERO,0,5508,5508
4,2023,Residenti,UNIONE CIVILE ,0,63,63
5,2023,AIRE,CITTADINANZA,0,139,139
5,2023,AIRE,CONTESTUALE,0,619,619
5,2023,AIRE,ESISTENZA IN VITA,0,4,4
5,2023,AIRE,MATRIMONIO,0,240,240
5,2023,AIRE,NASCITA,0,450,450
5,2023,AIRE,RESIDENZA,0,792,792
5,2023,AIRE,STATO CIVILE,0,17,17
5,2023,AIRE,STATO FAMIGLIA,0,381,381
5,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,8,8
5,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,11,11
5,2023,AIRE,STATO LIBERO,0,8,8
5,2023,AIRE,UNIONE CIVILE ,0,4,4
5,2023,Residenti,CITTADINANZA,0,2759,2759
5,2023,Residenti,CONTESTUALE,0,78377,78377
5,2023,Residenti,CONTRATTO CONVIVENZA,0,14,14
5,2023,Residenti,ESISTENZA IN VITA,0,1961,1961
5,2023,Residenti,MATRIMONIO,0,16016,16016
5,2023,Residenti,NASCITA,0,17408,17408
5,2023,Residenti,RESIDENZA,0,84782,84782
5,2023,Residenti,RESIDENZA IN CONVIVENZA,0,118,118
5,2023,Residenti,STATO CIVILE,0,15956,15956
5,2023,Residenti,STATO FAMIGLIA,0,66066,66066
5,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,11103,11103
5,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,0,10384,10384
5,2023,Residenti,STATO LIBERO,0,6482,6482
5,2023,Residenti,UNIONE CIVILE ,0,95,95
6,2023,AIRE,CITTADINANZA,0,121,121
6,2023,AIRE,CONTESTUALE,0,592,592
6,2023,AIRE,ESISTENZA IN VITA,0,3,3
6,2023,AIRE,MATRIMONIO,0,182,182
6,2023,AIRE,NASCITA,0,467,467
6,2023,AIRE,RESIDENZA,0,759,759
6,2023,AIRE,STATO CIVILE,0,14,14
6,2023,AIRE,STATO FAMIGLIA,0,312,312
6,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,4,4
6,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,3,3
6,2023,AIRE,STATO LIBERO,0,6,6
6,2023,Residenti,CITTADINANZA,0,2489,2489
6,2023,Residenti,CONTESTUALE,0,67693,67693
6,2023,Residenti,CONTRATTO CONVIVENZA,0,11,11
6,2023,Residenti,ESISTENZA IN VITA,0,2084,2084
6,2023,Residenti,MATRIMONIO,0,14692,14692
6,2023,Residenti,NASCITA,0,15891,15891
6,2023,Residenti,RESIDENZA,0,75639,75639
6,2023,Residenti,RESIDENZA IN CONVIVENZA,0,85,85
6,2023,Residenti,STATO CIVILE,0,13719,13719
6,2023,Residenti,STATO FAMIGLIA,0,60030,60030
6,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,10313,10313
6,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,0,9041,9041
6,2023,Residenti,STATO LIBERO,0,5756,5756
6,2023,Residenti,UNIONE CIVILE ,0,70,70
7,2023,AIRE,CITTADINANZA,0,151,151
7,2023,AIRE,CONTESTUALE,0,608,608
7,2023,AIRE,ESISTENZA IN VITA,0,3,3
7,2023,AIRE,MATRIMONIO,0,198,198
7,2023,AIRE,NASCITA,0,481,481
7,2023,AIRE,RESIDENZA,0,652,652
7,2023,AIRE,STATO CIVILE,0,16,16
7,2023,AIRE,STATO FAMIGLIA,0,306,306
7,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,6,6
7,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,4,4
7,2023,AIRE,STATO LIBERO,0,7,7
7,2023,AIRE,UNIONE CIVILE ,0,6,6
7,2023,Residenti,CITTADINANZA,0,2206,2206
7,2023,Residenti,CONTESTUALE,0,83908,83908
7,2023,Residenti,CONTRATTO CONVIVENZA,0,16,16
7,2023,Residenti,ESISTENZA IN VITA,0,1838,1838
7,2023,Residenti,MATRIMONIO,0,14343,14343
7,2023,Residenti,NASCITA,0,16030,16030
7,2023,Residenti,RESIDENZA,0,73530,73530
7,2023,Residenti,RESIDENZA IN CONVIVENZA,0,90,90
7,2023,Residenti,STATO CIVILE,0,12783,12783
7,2023,Residenti,STATO FAMIGLIA,0,64407,64407
7,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,10562,10562
7,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,0,8322,8322
7,2023,Residenti,STATO LIBERO,0,5158,5158
7,2023,Residenti,UNIONE CIVILE ,0,97,97
8,2023,AIRE,CITTADINANZA,9,86,95
8,2023,AIRE,CONTESTUALE,61,381,442
8,2023,AIRE,MATRIMONIO,23,140,163
8,2023,AIRE,NASCITA,98,331,429
8,2023,AIRE,RESIDENZA,100,473,573
8,2023,AIRE,STATO CIVILE,2,11,13
8,2023,AIRE,STATO FAMIGLIA,22,206,228
8,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,2,3
8,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,1,1
8,2023,AIRE,STATO LIBERO,2,1,3
8,2023,AIRE,UNIONE CIVILE ,1,1,2
8,2023,Residenti,CITTADINANZA,69,1776,1845
8,2023,Residenti,CONTESTUALE,5213,61083,66296
8,2023,Residenti,CONTRATTO CONVIVENZA,3,13,16
8,2023,Residenti,ESISTENZA IN VITA,90,1037,1127
8,2023,Residenti,MATRIMONIO,744,7646,8390
8,2023,Residenti,NASCITA,1164,11395,12559
8,2023,Residenti,RESIDENZA,3282,52813,56095
8,2023,Residenti,RESIDENZA IN CONVIVENZA,1,57,58
8,2023,Residenti,STATO CIVILE,692,6595,7287
8,2023,Residenti,STATO FAMIGLIA,3375,43489,46864
8,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,504,7214,7718
8,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,417,5590,6007
8,2023,Residenti,STATO LIBERO,769,2116,2885
8,2023,Residenti,UNIONE CIVILE ,10,49,59
9,2023,AIRE,CITTADINANZA,11,104,115
9,2023,AIRE,CONTESTUALE,91,434,525
9,2023,AIRE,ESISTENZA IN VITA,0,1,1
9,2023,AIRE,MATRIMONIO,30,184,214
9,2023,AIRE,NASCITA,134,280,414
9,2023,AIRE,RESIDENZA,123,519,642
9,2023,AIRE,STATO CIVILE,1,9,10
9,2023,AIRE,STATO FAMIGLIA,38,245,283
9,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,8,8
9,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,8,8
9,2023,AIRE,STATO LIBERO,4,7,11
9,2023,AIRE,UNIONE CIVILE ,1,0,1
9,2023,Residenti,CITTADINANZA,104,2187,2291
9,2023,Residenti,CONTESTUALE,9132,133673,142805
9,2023,Residenti,CONTRATTO CONVIVENZA,1,9,10
9,2023,Residenti,ESISTENZA IN VITA,148,1533,1681
9,2023,Residenti,MATRIMONIO,1602,13137,14739
9,2023,Residenti,NASCITA,1648,17435,19083
9,2023,Residenti,RESIDENZA,5170,73892,79062
9,2023,Residenti,RESIDENZA IN CONVIVENZA,2,76,78
9,2023,Residenti,STATO CIVILE,2009,12177,14186
9,2023,Residenti,STATO FAMIGLIA,5685,73317,79002
9,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,721,11000,11721
9,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,789,9032,9821
9,2023,Residenti,STATO LIBERO,1924,4392,6316
9,2023,Residenti,UNIONE CIVILE ,13,76,89
10,2023,AIRE,CITTADINANZA,6,105,111
10,2023,AIRE,CONTESTUALE,111,469,580
10,2023,AIRE,ESISTENZA IN VITA,0,3,3
10,2023,AIRE,MATRIMONIO,24,185,209
10,2023,AIRE,NASCITA,98,366,464
10,2023,AIRE,RESIDENZA,124,667,791
10,2023,AIRE,STATO CIVILE,2,11,13
10,2023,AIRE,STATO FAMIGLIA,36,258,294
10,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,6,6
10,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,4,4
10,2023,AIRE,STATO LIBERO,3,2,5
10,2023,AIRE,UNIONE CIVILE ,0,1,1
10,2023,Residenti,CITTADINANZA,127,2353,2480
10,2023,Residenti,CONTESTUALE,10175,103268,113443
10,2023,Residenti,CONTRATTO CONVIVENZA,3,16,19
10,2023,Residenti,ESISTENZA IN VITA,181,1815,1996
10,2023,Residenti,MATRIMONIO,1659,14728,16387
10,2023,Residenti,NASCITA,1522,16877,18399
10,2023,Residenti,RESIDENZA,5589,76270,81859
10,2023,Residenti,RESIDENZA IN CONVIVENZA,5,95,100
10,2023,Residenti,STATO CIVILE,2151,12693,14844
10,2023,Residenti,STATO FAMIGLIA,5662,68792,74454
10,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,774,10959,11733
10,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,905,9524,10429
10,2023,Residenti,STATO LIBERO,2133,4554,6687
10,2023,Residenti,UNIONE CIVILE ,9,73,82
11,2023,AIRE,CITTADINANZA,7,112,119
11,2023,AIRE,CONTESTUALE,102,462,564
11,2023,AIRE,MATRIMONIO,21,171,192
11,2023,AIRE,NASCITA,136,321,457
11,2023,AIRE,RESIDENZA,125,604,729
11,2023,AIRE,STATO CIVILE,3,7,10
11,2023,AIRE,STATO FAMIGLIA,28,245,273
11,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,6,6
11,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,1,0,1
11,2023,AIRE,STATO LIBERO,1,4,5
11,2023,Residenti,CITTADINANZA,92,1963,2055
11,2023,Residenti,CONTESTUALE,9615,69682,79297
11,2023,Residenti,CONTRATTO CONVIVENZA,1,10,11
11,2023,Residenti,ESISTENZA IN VITA,177,1819,1996
11,2023,Residenti,MATRIMONIO,1390,13325,14715
11,2023,Residenti,NASCITA,1436,14166,15602
11,2023,Residenti,RESIDENZA,4964,70290,75254
11,2023,Residenti,RESIDENZA IN CONVIVENZA,1,66,67
11,2023,Residenti,STATO CIVILE,2108,12002,14110
11,2023,Residenti,STATO FAMIGLIA,5480,60673,66153
11,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,771,10658,11429
11,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,817,8715,9532
11,2023,Residenti,STATO LIBERO,2407,4897,7304
11,2023,Residenti,UNIONE CIVILE ,21,69,90
12,2023,AIRE,CITTADINANZA,14,91,105
12,2023,AIRE,CONTESTUALE,110,455,565
12,2023,AIRE,ESISTENZA IN VITA,0,2,2
12,2023,AIRE,MATRIMONIO,25,155,180
12,2023,AIRE,NASCITA,106,296,402
12,2023,AIRE,RESIDENZA,88,615,703
12,2023,AIRE,STATO CIVILE,2,9,11
12,2023,AIRE,STATO FAMIGLIA,26,224,250
12,2023,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,8,8
12,2023,AIRE,STATO FAMIGLIA E STATO CIVILE,0,4,4
12,2023,AIRE,STATO LIBERO,2,3,5
12,2023,AIRE,UNIONE CIVILE ,1,0,1
12,2023,Residenti,CITTADINANZA,97,1835,1932
12,2023,Residenti,CONTESTUALE,7669,60142,67811
12,2023,Residenti,CONTRATTO CONVIVENZA,2,10,12
12,2023,Residenti,ESISTENZA IN VITA,166,2268,2434
12,2023,Residenti,MATRIMONIO,996,10986,11982
12,2023,Residenti,NASCITA,1243,12133,13376
12,2023,Residenti,RESIDENZA,4306,125745,130051
12,2023,Residenti,RESIDENZA IN CONVIVENZA,1,68,69
12,2023,Residenti,STATO CIVILE,1615,10025,11640
12,2023,Residenti,STATO FAMIGLIA,4539,50176,54715
12,2023,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,715,8132,8847
12,2023,Residenti,STATO FAMIGLIA E STATO CIVILE,648,6567,7215
12,2023,Residenti,STATO LIBERO,1699,3720,5419
12,2023,Residenti,UNIONE CIVILE ,8,52,60
1,2024,AIRE,CITTADINANZA,15,101,116
1,2024,AIRE,CONTESTUALE,123,569,692
1,2024,AIRE,MATRIMONIO,32,183,215
1,2024,AIRE,NASCITA,187,370,557
1,2024,AIRE,RESIDENZA,146,900,1046
1,2024,AIRE,STATO CIVILE,3,10,13
1,2024,AIRE,STATO FAMIGLIA,33,289,322
1,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,6,7
1,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,3,3
1,2024,AIRE,STATO LIBERO,4,12,16
1,2024,AIRE,UNIONE CIVILE ,0,2,2
1,2024,Residenti,CITTADINANZA,137,2730,2867
1,2024,Residenti,CONTESTUALE,11918,109203,121121
1,2024,Residenti,CONTRATTO CONVIVENZA,1,23,24
1,2024,Residenti,ESISTENZA IN VITA,211,4536,4747
1,2024,Residenti,MATRIMONIO,1366,17057,18423
1,2024,Residenti,NASCITA,1842,19408,21250
1,2024,Residenti,RESIDENZA,6060,245212,251272
1,2024,Residenti,RESIDENZA IN CONVIVENZA,0,172,172
1,2024,Residenti,STATO CIVILE,2073,16081,18154
1,2024,Residenti,STATO FAMIGLIA,7782,110391,118173
1,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1118,14386,15504
1,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1009,11885,12894
1,2024,Residenti,STATO LIBERO,2250,5135,7385
1,2024,Residenti,UNIONE CIVILE ,11,81,92
2,2024,AIRE,CITTADINANZA,13,145,158
2,2024,AIRE,CONTESTUALE,140,510,650
2,2024,AIRE,ESISTENZA IN VITA,0,2,2
2,2024,AIRE,MATRIMONIO,32,168,200
2,2024,AIRE,NASCITA,185,420,605
2,2024,AIRE,RESIDENZA,140,1053,1193
2,2024,AIRE,STATO CIVILE,4,19,23
2,2024,AIRE,STATO FAMIGLIA,23,301,324
2,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,10,11
2,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,8,8
2,2024,AIRE,STATO LIBERO,2,6,8
2,2024,AIRE,UNIONE CIVILE ,1,2,3
2,2024,Residenti,CITTADINANZA,121,2781,2902
2,2024,Residenti,CONTESTUALE,13365,118395,131760
2,2024,Residenti,CONTRATTO CONVIVENZA,3,20,23
2,2024,Residenti,ESISTENZA IN VITA,181,3889,4070
2,2024,Residenti,MATRIMONIO,1277,18837,20114
2,2024,Residenti,NASCITA,1752,19837,21589
2,2024,Residenti,RESIDENZA,5834,270586,276420
2,2024,Residenti,RESIDENZA IN CONVIVENZA,4,212,216
2,2024,Residenti,STATO CIVILE,2152,17127,19279
2,2024,Residenti,STATO FAMIGLIA,7082,92649,99731
2,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,861,11635,12496
2,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1039,10544,11583
2,2024,Residenti,STATO LIBERO,2397,5530,7927
2,2024,Residenti,UNIONE CIVILE ,10,90,100
3,2024,AIRE,CITTADINANZA,9,112,121
3,2024,AIRE,CONTESTUALE,145,619,764
3,2024,AIRE,ESISTENZA IN VITA,0,1,1
3,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,9,9
3,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,13,15
3,2024,AIRE,MATRIMONIO,23,198,221
3,2024,AIRE,NASCITA,182,460,642
3,2024,AIRE,RESIDENZA,163,1144,1307
3,2024,AIRE,STATO CIVILE,4,15,19
3,2024,AIRE,STATO FAMIGLIA,27,300,327
3,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,3,4
3,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,1,11,12
3,2024,AIRE,STATO LIBERO,5,7,12
3,2024,AIRE,UNIONE CIVILE ,1,5,6
3,2024,Residenti,CITTADINANZA,163,2820,2983
3,2024,Residenti,CONTESTUALE,17105,124882,141987
3,2024,Residenti,CONTRATTO CONVIVENZA,4,16,20
3,2024,Residenti,ESISTENZA IN VITA,182,3356,3538
3,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,53,281,334
3,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,15,800,815
3,2024,Residenti,MATRIMONIO,1351,18018,19369
3,2024,Residenti,NASCITA,1710,19332,21042
3,2024,Residenti,RESIDENZA,6092,268436,274528
3,2024,Residenti,RESIDENZA IN CONVIVENZA,4,223,227
3,2024,Residenti,STATO CIVILE,2136,16837,18973
3,2024,Residenti,STATO FAMIGLIA,6720,84606,91326
3,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,860,10391,11251
3,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,989,9532,10521
3,2024,Residenti,STATO LIBERO,2454,5511,7965
3,2024,Residenti,UNIONE CIVILE ,7,90,97
4,2024,AIRE,CITTADINANZA,18,135,153
4,2024,AIRE,CONTESTUALE,152,621,773
4,2024,AIRE,ESISTENZA IN VITA,0,2,2
4,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,10,12
4,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,3,16,19
4,2024,AIRE,MATRIMONIO,30,170,200
4,2024,AIRE,NASCITA,156,430,586
4,2024,AIRE,RESIDENZA,198,1120,1318
4,2024,AIRE,STATO CIVILE,5,9,14
4,2024,AIRE,STATO FAMIGLIA,42,280,322
4,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,6,6
4,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,14,14
4,2024,AIRE,STATO LIBERO,1,4,5
4,2024,AIRE,UNIONE CIVILE ,1,0,1
4,2024,Residenti,CITTADINANZA,118,2803,2921
4,2024,Residenti,CONTESTUALE,13870,117449,131319
4,2024,Residenti,CONTRATTO CONVIVENZA,3,16,19
4,2024,Residenti,ESISTENZA IN VITA,170,3140,3310
4,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,66,785,851
4,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,110,7679,7789
4,2024,Residenti,MATRIMONIO,1311,17769,19080
4,2024,Residenti,NASCITA,1812,18598,20410
4,2024,Residenti,RESIDENZA,5752,258682,264434
4,2024,Residenti,RESIDENZA IN CONVIVENZA,2,210,212
4,2024,Residenti,STATO CIVILE,2179,16402,18581
4,2024,Residenti,STATO FAMIGLIA,6339,79278,85617
4,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,814,9553,10367
4,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,937,9151,10088
4,2024,Residenti,STATO LIBERO,2564,5451,8015
4,2024,Residenti,UNIONE CIVILE ,15,78,93
5,2024,AIRE,CITTADINANZA,17,113,130
5,2024,AIRE,CONTESTUALE,135,685,820
5,2024,AIRE,ESISTENZA IN VITA,0,3,3
5,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,9,10
5,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,4,57,61
5,2024,AIRE,MATRIMONIO,29,213,242
5,2024,AIRE,NASCITA,149,388,537
5,2024,AIRE,RESIDENZA,162,1132,1294
5,2024,AIRE,STATO CIVILE,5,21,26
5,2024,AIRE,STATO FAMIGLIA,47,300,347
5,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,2,2
5,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,1,3,4
5,2024,AIRE,STATO LIBERO,1,3,4
5,2024,AIRE,UNIONE CIVILE ,2,5,7
5,2024,Residenti,CITTADINANZA,120,3187,3307
5,2024,Residenti,CONTESTUALE,14830,134303,149133
5,2024,Residenti,CONTRATTO CONVIVENZA,4,21,25
5,2024,Residenti,ESISTENZA IN VITA,194,3582,3776
5,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,101,1183,1284
5,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,95,7998,8093
5,2024,Residenti,MATRIMONIO,1745,20571,22316
5,2024,Residenti,NASCITA,1831,21910,23741
5,2024,Residenti,RESIDENZA,6096,297294,303390
5,2024,Residenti,RESIDENZA IN CONVIVENZA,4,174,178
5,2024,Residenti,STATO CIVILE,2702,19615,22317
5,2024,Residenti,STATO FAMIGLIA,7248,90531,97779
5,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,970,11075,12045
5,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1101,9925,11026
5,2024,Residenti,STATO LIBERO,2893,6635,9528
5,2024,Residenti,UNIONE CIVILE ,13,87,100
6,2024,AIRE,CITTADINANZA,13,106,119
6,2024,AIRE,CONTESTUALE,124,637,761
6,2024,AIRE,ESISTENZA IN VITA,0,6,6
6,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,5,5
6,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,70,72
6,2024,AIRE,MATRIMONIO,43,178,221
6,2024,AIRE,NASCITA,174,355,529
6,2024,AIRE,RESIDENZA,169,926,1095
6,2024,AIRE,STATO CIVILE,3,12,15
6,2024,AIRE,STATO FAMIGLIA,45,310,355
6,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,6,7
6,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,1,5,6
6,2024,AIRE,STATO LIBERO,2,3,5
6,2024,AIRE,UNIONE CIVILE ,0,3,3
6,2024,Residenti,CITTADINANZA,136,2701,2837
6,2024,Residenti,CONTESTUALE,11539,117605,129144
6,2024,Residenti,CONTRATTO CONVIVENZA,1,20,21
6,2024,Residenti,ESISTENZA IN VITA,172,3302,3474
6,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,95,1145,1240
6,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,27,2017,2044
6,2024,Residenti,MATRIMONIO,1786,18134,19920
6,2024,Residenti,NASCITA,1682,17366,19048
6,2024,Residenti,RESIDENZA,5448,262571,268019
6,2024,Residenti,RESIDENZA IN CONVIVENZA,1,163,164
6,2024,Residenti,STATO CIVILE,2315,17584,19899
6,2024,Residenti,STATO FAMIGLIA,6588,78758,85346
6,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,839,9257,10096
6,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,979,8510,9489
6,2024,Residenti,STATO LIBERO,2443,5780,8223
6,2024,Residenti,UNIONE CIVILE ,19,79,98
7,2024,AIRE,CITTADINANZA,13,125,138
7,2024,AIRE,CONTESTUALE,112,589,701
7,2024,AIRE,ESISTENZA IN VITA,0,2,2
7,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,6,7
7,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,7,7
7,2024,AIRE,MATRIMONIO,40,166,206
7,2024,AIRE,NASCITA,186,354,540
7,2024,AIRE,RESIDENZA,188,1066,1254
7,2024,AIRE,STATO CIVILE,9,11,20
7,2024,AIRE,STATO FAMIGLIA,51,322,373
7,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,3,4
7,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,1,1
7,2024,AIRE,STATO LIBERO,0,6,6
7,2024,AIRE,UNIONE CIVILE ,0,1,1
7,2024,Residenti,CITTADINANZA,142,2926,3068
7,2024,Residenti,CONTESTUALE,12099,151249,163348
7,2024,Residenti,CONTRATTO CONVIVENZA,3,23,26
7,2024,Residenti,ESISTENZA IN VITA,169,3623,3792
7,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,118,243,361
7,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,24,211,235
7,2024,Residenti,MATRIMONIO,1887,19853,21740
7,2024,Residenti,NASCITA,1817,19106,20923
7,2024,Residenti,RESIDENZA,6205,286899,293104
7,2024,Residenti,RESIDENZA IN CONVIVENZA,5,186,191
7,2024,Residenti,STATO CIVILE,2371,18420,20791
7,2024,Residenti,STATO FAMIGLIA,7053,88699,95752
7,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,989,10307,11296
7,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1084,8996,10080
7,2024,Residenti,STATO LIBERO,2571,5939,8510
7,2024,Residenti,UNIONE CIVILE ,23,77,100
8,2024,AIRE,CITTADINANZA,29,92,121
8,2024,AIRE,CONTESTUALE,94,431,525
8,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,5,6
8,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,5,5
8,2024,AIRE,MATRIMONIO,24,162,186
8,2024,AIRE,NASCITA,180,358,538
8,2024,AIRE,RESIDENZA,127,721,848
8,2024,AIRE,STATO CIVILE,1,9,10
8,2024,AIRE,STATO FAMIGLIA,41,230,271
8,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,2,2
8,2024,AIRE,STATO LIBERO,1,2,3
8,2024,AIRE,UNIONE CIVILE ,1,1,2
8,2024,Residenti,CITTADINANZA,113,2055,2168
8,2024,Residenti,CONTESTUALE,6955,83217,90172
8,2024,Residenti,CONTRATTO CONVIVENZA,2,16,18
8,2024,Residenti,ESISTENZA IN VITA,101,1724,1825
8,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,56,166,222
8,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,22,299,321
8,2024,Residenti,MATRIMONIO,929,9357,10286
8,2024,Residenti,NASCITA,1454,12726,14180
8,2024,Residenti,RESIDENZA,4394,134690,139084
8,2024,Residenti,RESIDENZA IN CONVIVENZA,2,84,86
8,2024,Residenti,STATO CIVILE,864,8472,9336
8,2024,Residenti,STATO FAMIGLIA,4256,53007,57263
8,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,636,6850,7486
8,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,559,5341,5900
8,2024,Residenti,STATO LIBERO,942,2295,3237
8,2024,Residenti,UNIONE CIVILE ,9,55,64
9,2024,AIRE,CITTADINANZA,16,128,144
9,2024,AIRE,CONTESTUALE,134,597,731
9,2024,AIRE,ESISTENZA IN VITA,0,1,1
9,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,1,2
9,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,11,12
9,2024,AIRE,MATRIMONIO,53,214,267
9,2024,AIRE,NASCITA,182,449,631
9,2024,AIRE,RESIDENZA,167,1018,1185
9,2024,AIRE,STATO CIVILE,2,15,17
9,2024,AIRE,STATO FAMIGLIA,44,319,363
9,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,4,4
9,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,5,5
9,2024,AIRE,STATO LIBERO,4,4,8
9,2024,AIRE,UNIONE CIVILE ,3,0,3
9,2024,Residenti,CITTADINANZA,150,3365,3515
9,2024,Residenti,CONTESTUALE,13060,203397,216457
9,2024,Residenti,CONTRATTO CONVIVENZA,5,20,25
9,2024,Residenti,ESISTENZA IN VITA,199,3431,3630
9,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,82,279,361
9,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,15,335,350
9,2024,Residenti,MATRIMONIO,1933,19850,21783
9,2024,Residenti,NASCITA,1911,21811,23722
9,2024,Residenti,RESIDENZA,6335,293478,299813
9,2024,Residenti,RESIDENZA IN CONVIVENZA,3,217,220
9,2024,Residenti,STATO CIVILE,2554,18722,21276
9,2024,Residenti,STATO FAMIGLIA,7300,104406,111706
9,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,953,11817,12770
